date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:51:25	162356/162356	---MCZ	200	added ('OK')	text/html	etag:%221902-1658085557;gz%22	https://daquyphongthuylnj.com/mat-day-chuyen-vang-trang-14k-da-garnet-bong-tuyet-lnj0035/	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/mat-day-chuyen-vang-trang-14k-da-garnet-bong-tuyet-lnj0035/index.html	(from https://daquyphongthuylnj.com/)
23:51:26	4931/4931	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2021%20Nov%202021%2014:48:07%20GMT	https://daquyphongthuylnj.com/wp-content/plugins/woocommerce-products-filter/js/icheck/icheck.min.js	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/wp-content/plugins/woocommerce-products-filter/js/icheck/icheck.min.js	(from https://daquyphongthuylnj.com/)
23:51:27	165901/165901	---MCZ	200	added ('OK')	text/html	etag:%221982-1658090906;gz%22	https://daquyphongthuylnj.com/mat-day-chuyen-vang-14k-da-peridot-bong-tuyet-lnj0034/	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/mat-day-chuyen-vang-14k-da-peridot-bong-tuyet-lnj0034/index.html	(from https://daquyphongthuylnj.com/)
23:51:27	414990/414990	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202022%2016:51:27%20GMT	https://daquyphongthuylnj.com/?add-to-cart=3167	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/indexbd97.html	(from https://daquyphongthuylnj.com/)
23:51:28	57880/57880	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2021%20Nov%202021%2014:48:07%20GMT	https://daquyphongthuylnj.com/wp-content/plugins/woocommerce-products-filter/js/front.js	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/wp-content/plugins/woocommerce-products-filter/js/front.js	(from https://daquyphongthuylnj.com/)
23:51:29	414808/414808	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202022%2016:51:28%20GMT	https://daquyphongthuylnj.com/?add-to-cart=3159	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/indexf3d7.html	(from https://daquyphongthuylnj.com/)
23:51:29	413298/413298	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202022%2016:51:28%20GMT	https://daquyphongthuylnj.com/?add-to-cart=3163	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/indexb38b.html	(from https://daquyphongthuylnj.com/)
23:51:29	164027/164027	---MCZ	200	added ('OK')	text/html	etag:%221751-1658062206;gz%22	https://daquyphongthuylnj.com/mat-day-chuyen-vang-14k-da-thien-nhien-lnj0032/	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/mat-day-chuyen-vang-14k-da-thien-nhien-lnj0032/index.html	(from https://daquyphongthuylnj.com/)
23:51:30	416729/416729	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202022%2016:51:30%20GMT	https://daquyphongthuylnj.com/?add-to-cart=3154	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/index98bf.html	(from https://daquyphongthuylnj.com/)
23:51:30	3966/3966	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2021%20Nov%202021%2014:48:07%20GMT	https://daquyphongthuylnj.com/wp-content/plugins/woocommerce-products-filter/js/html_types/radio.js	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/wp-content/plugins/woocommerce-products-filter/js/html_types/radio.js	(from https://daquyphongthuylnj.com/)
23:51:31	162237/162237	---M-Z	200	added ('OK')	text/html	etag:%221978-1658089340;gz%22	https://daquyphongthuylnj.com/mat-day-chuyen-bac-da-aquamarine-mcd0022/	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/mat-day-chuyen-bac-da-aquamarine-mcd0022/index.html	(from https://daquyphongthuylnj.com/)
23:51:31	163984/163984	---M-Z	200	added ('OK')	text/html	etag:%222384-1658460379;gz%22	https://daquyphongthuylnj.com/mat-day-chuyen-bac-da-tourmaline-mcd0021/	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/mat-day-chuyen-bac-da-tourmaline-mcd0021/index.html	(from https://daquyphongthuylnj.com/)
23:51:32	3380/3380	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2021%20Nov%202021%2014:48:07%20GMT	https://daquyphongthuylnj.com/wp-content/plugins/woocommerce-products-filter/js/html_types/checkbox.js	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/wp-content/plugins/woocommerce-products-filter/js/html_types/checkbox.js	(from https://daquyphongthuylnj.com/)
23:51:33	161195/161195	---MCZ	200	added ('OK')	text/html	etag:%221849-1658077600;gz%22	https://daquyphongthuylnj.com/mat-day-chuyen-da-quy-mcd0019/	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/mat-day-chuyen-da-quy-mcd0019/index.html	(from https://daquyphongthuylnj.com/)
23:51:34	985/985	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2021%20Nov%202021%2014:48:07%20GMT	https://daquyphongthuylnj.com/wp-content/plugins/woocommerce-products-filter/js/html_types/select.js	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/wp-content/plugins/woocommerce-products-filter/js/html_types/select.js	(from https://daquyphongthuylnj.com/)
23:51:36	420735/420735	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202022%2016:51:35%20GMT	https://daquyphongthuylnj.com/?add-to-cart=2668	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/indexbf31.html	(from https://daquyphongthuylnj.com/)
23:51:36	1716/1716	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2021%20Nov%202021%2014:48:07%20GMT	https://daquyphongthuylnj.com/wp-content/plugins/woocommerce-products-filter/js/html_types/mselect.js	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/wp-content/plugins/woocommerce-products-filter/js/html_types/mselect.js	(from https://daquyphongthuylnj.com/)
23:51:37	421888/421888	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202022%2016:51:36%20GMT	https://daquyphongthuylnj.com/?add-to-cart=2393	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/index0d8e.html	(from https://daquyphongthuylnj.com/)
23:51:37	162955/162955	---M-Z	200	added ('OK')	text/html	etag:%221713-1658058414;gz%22	https://daquyphongthuylnj.com/bong-tai-topaz-vang-trang-18k/	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/bong-tai-topaz-vang-trang-18k/index.html	(from https://daquyphongthuylnj.com/)
23:51:38	2916/2916	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2021%20Nov%202021%2014:48:07%20GMT	https://daquyphongthuylnj.com/wp-content/plugins/woocommerce-products-filter/ext/color/js/html_types/color.js	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/wp-content/plugins/woocommerce-products-filter/ext/color/js/html_types/color.js	(from https://daquyphongthuylnj.com/)
23:51:39	420409/420409	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202022%2016:51:37%20GMT	https://daquyphongthuylnj.com/?add-to-cart=2372	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/index33a1.html	(from https://daquyphongthuylnj.com/)
23:51:39	423101/423101	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202022%2016:51:38%20GMT	https://daquyphongthuylnj.com/?add-to-cart=2370	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/index2f57.html	(from https://daquyphongthuylnj.com/)
23:51:39	163104/163104	---MCZ	200	added ('OK')	text/html	etag:%222150-1658138454;gz%22	https://daquyphongthuylnj.com/bong-tai-dinh-da-bt029/	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/bong-tai-dinh-da-bt029/index.html	(from https://daquyphongthuylnj.com/)
23:51:40	50750/50750	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2021%20Nov%202021%2014:48:07%20GMT	https://daquyphongthuylnj.com/wp-content/plugins/woocommerce-products-filter/js/chosen/chosen.jquery.min.js	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/wp-content/plugins/woocommerce-products-filter/js/chosen/chosen.jquery.min.js	(from https://daquyphongthuylnj.com/)
23:51:41	428330/428330	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202022%2016:51:40%20GMT	https://daquyphongthuylnj.com/?add-to-cart=3371	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/index49d1.html	(from https://daquyphongthuylnj.com/)
23:51:41	164075/164075	---MCZ	200	added ('OK')	text/html	etag:%221753-1658062438;gz%22	https://daquyphongthuylnj.com/bong-tai-dinh-da-bt030/	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/bong-tai-dinh-da-bt030/index.html	(from https://daquyphongthuylnj.com/)
23:51:42	1393/1393	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2021%20Nov%202021%2014:48:07%20GMT	https://daquyphongthuylnj.com/wp-content/plugins/woocommerce-products-filter/js/malihu-custom-scrollbar/jquery.mousewheel.min.js	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/wp-content/plugins/woocommerce-products-filter/js/malihu-custom-scrollbar/jquery.mousewheel.min.js	(from https://daquyphongthuylnj.com/)
23:51:43	429066/429066	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202022%2016:51:42%20GMT	https://daquyphongthuylnj.com/?add-to-cart=2107	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/index13e5.html	(from https://daquyphongthuylnj.com/)
23:51:43	429944/429944	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202022%2016:51:43%20GMT	https://daquyphongthuylnj.com/?add-to-cart=2108	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/index3f86.html	(from https://daquyphongthuylnj.com/)
23:51:43	170375/170375	---MCZ	200	added ('OK')	text/html	etag:%222140-1658135121;gz%22	https://daquyphongthuylnj.com/bong-tai-dinh-da-bt025/	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/bong-tai-dinh-da-bt025/index.html	(from https://daquyphongthuylnj.com/)
23:51:44	24925/24925	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2021%20Nov%202021%2014:48:07%20GMT	https://daquyphongthuylnj.com/wp-content/plugins/woocommerce-products-filter/js/malihu-custom-scrollbar/jquery.mCustomScrollbar.min.js	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/wp-content/plugins/woocommerce-products-filter/js/malihu-custom-scrollbar/jquery.mCustomScrollbar.min.js	(from https://daquyphongthuylnj.com/)
23:51:45	163602/163602	---M-Z	200	added ('OK')	text/html	etag:%221817-1658072185;gz%22	https://daquyphongthuylnj.com/bong-tai-dinh-da-bt026/	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/bong-tai-dinh-da-bt026/index.html	(from https://daquyphongthuylnj.com/)
23:51:45	161870/161870	---M-Z	200	added ('OK')	text/html	etag:%221951-1658089278;gz%22	https://daquyphongthuylnj.com/bong-tai-dinh-da-bt027/	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/bong-tai-dinh-da-bt027/index.html	(from https://daquyphongthuylnj.com/)
23:51:46	26113/26113	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2021%20Nov%202021%2014:48:07%20GMT	https://daquyphongthuylnj.com/wp-content/plugins/woocommerce-products-filter/js/malihu-custom-scrollbar/jquery.mCustomScrollbar.concat.min.js	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/wp-content/plugins/woocommerce-products-filter/js/malihu-custom-scrollbar/jquery.mCustomScrollbar.concat.min.js	(from https://daquyphongthuylnj.com/)
23:51:47	160638/160638	---M-Z	200	added ('OK')	text/html	etag:%221966-1658089305;gz%22	https://daquyphongthuylnj.com/bong-tai-dinh-da-bt028/	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/bong-tai-dinh-da-bt028/index.html	(from https://daquyphongthuylnj.com/)
23:51:47	435225/435225	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202022%2016:51:46%20GMT	https://daquyphongthuylnj.com/?add-to-cart=2068	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/index5414.html	(from https://daquyphongthuylnj.com/)
23:51:49	25/25	---M--	200	added ('OK')	text/plain	etag:%227f564a4-19-3ef0a6a1b08c0%22	http://gmpg.org/robots.txt		(from https://daquyphongthuylnj.com/)
23:51:51	433435/433435	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202022%2016:51:47%20GMT	https://daquyphongthuylnj.com/?add-to-cart=2069	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/index9307.html	(from https://daquyphongthuylnj.com/)
23:51:53	2067/2067	---M-Z	200	added ('OK')	text/css	etag:%2264e18331-813-3ef0a663b3680-gzip%22	http://gmpg.org/xfn/default.css	/Users/lixxkook/websites/landing-ptj/gmpg.org/xfn/default.css	(from http://gmpg.org/xfn/11)
23:51:53	435284/435284	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202022%2016:51:48%20GMT	https://daquyphongthuylnj.com/?add-to-cart=2070	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/index2adf.html	(from https://daquyphongthuylnj.com/)
23:51:53	435256/435256	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202022%2016:51:49%20GMT	https://daquyphongthuylnj.com/?add-to-cart=2071	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/index2a51.html	(from https://daquyphongthuylnj.com/)
23:51:53	162193/162193	---MCZ	200	added ('OK')	text/html	etag:%221728-1658059992;gz%22	https://daquyphongthuylnj.com/bong-tai-dinh-da-bt024/	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/bong-tai-dinh-da-bt024/index.html	(from https://daquyphongthuylnj.com/)
23:51:53	4170/4170	---M-Z	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202022%2016:51:53%20GMT	http://gmpg.org/xfn/.	/Users/lixxkook/websites/landing-ptj/gmpg.org/xfn/.html	(from http://gmpg.org/xfn/11)
23:51:54	16269/16269	---M-Z	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202022%2016:51:54%20GMT	http://gmpg.org/xfn/intro	/Users/lixxkook/websites/landing-ptj/gmpg.org/xfn/intro.html	(from http://gmpg.org/xfn/11)
23:51:55	165579/165579	---MCZ	200	added ('OK')	text/html	etag:%221762-1658063792;gz%22	https://daquyphongthuylnj.com/peridot-gia-lai-mai-giac-p004/	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/peridot-gia-lai-mai-giac-p004/index.html	(from https://daquyphongthuylnj.com/)
23:51:55	162867/162867	---MCZ	200	added ('OK')	text/html	etag:%221678-1658056059;gz%22	https://daquyphongthuylnj.com/natural-zircon-zircon-trang-thien-nhien-facet-0015/	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/natural-zircon-zircon-trang-thien-nhien-facet-0015/index.html	(from https://daquyphongthuylnj.com/)
23:51:57	7342/7342	---M-Z	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202022%2016:51:56%20GMT	http://gmpg.org/xfn/faq	/Users/lixxkook/websites/landing-ptj/gmpg.org/xfn/faq.html	(from http://gmpg.org/xfn/11)
23:51:59	438799/438799	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202022%2016:51:57%20GMT	https://daquyphongthuylnj.com/?add-to-cart=2041	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/index89a7.html	(from https://daquyphongthuylnj.com/)
23:52:01	163895/163895	---MCZ	200	added ('OK')	text/html	etag:%222126-1658132805;gz%22	https://daquyphongthuylnj.com/natural-blue-zircon-zircon-xanh-lam-thien-nhien-facet-0014/	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/natural-blue-zircon-zircon-xanh-lam-thien-nhien-facet-0014/index.html	(from https://daquyphongthuylnj.com/)
23:52:01	440028/440028	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202022%2016:51:57%20GMT	https://daquyphongthuylnj.com/?add-to-cart=4259	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/index05ab.html	(from https://daquyphongthuylnj.com/)
23:52:01	440046/440046	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202022%2016:51:58%20GMT	https://daquyphongthuylnj.com/?add-to-cart=3448	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/index654c.html	(from https://daquyphongthuylnj.com/)
23:52:01	51/51	---MCZ	200	added ('OK')	text/plain	date:Sat,%2023%20Jul%202022%2016:52:00%20GMT	http://fonts.googleapis.com/robots.txt		(from https://daquyphongthuylnj.com/)
23:52:03	138343/138343	---M-Z	200	added ('OK')	text/html	etag:%221891-1658084122;gz%22	https://daquyphongthuylnj.com/nen-deo-nhan-vao-ngon-nao/	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/nen-deo-nhan-vao-ngon-nao/index.html	(from https://daquyphongthuylnj.com/)
23:52:06	24/24	---MC-	200	added ('OK')	text/plain	date:Sat,%2023%20Jul%202022%2016:52:03%20GMT	http://s.w.org/robots.txt		(from https://daquyphongthuylnj.com/)
23:52:07	142928/142928	---MCZ	200	added ('OK')	text/html	etag:%221865-1658079551;gz%22	https://daquyphongthuylnj.com/25-dieu-ban-chua-biet-ve-ngoc-de-quang-chrysoprase/	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/25-dieu-ban-chua-biet-ve-ngoc-de-quang-chrysoprase/index.html	(from https://daquyphongthuylnj.com/)
23:52:07	131651/131651	---MCZ	200	added ('OK')	text/html	etag:%222160-1658142869;gz%22	https://daquyphongthuylnj.com/da-emerald-thien-nhien-la-gi-nhung-dieu-ban-chua-biet-ve-ngoc-luc-bao/	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/da-emerald-thien-nhien-la-gi-nhung-dieu-ban-chua-biet-ve-ngoc-luc-bao/index.html	(from https://daquyphongthuylnj.com/)
23:52:07	95081/95081	---M-Z	200	added ('OK')	text/html	etag:%222083-1658119727;gz%22	https://daquyphongthuylnj.com/chinh-sach-bao-hanh/	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/chinh-sach-bao-hanh/index.html	(from https://daquyphongthuylnj.com/)
23:52:08	441490/441490	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202022%2016:52:03%20GMT	https://daquyphongthuylnj.com/?add-to-cart=3439	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/index27f5.html	(from https://daquyphongthuylnj.com/)
23:52:08	98404/98404	---M-Z	200	added ('OK')	text/html	etag:%221886-1658083705;gz%22	https://daquyphongthuylnj.com/chinh-sach-bao-mat/	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/chinh-sach-bao-mat/index.html	(from https://daquyphongthuylnj.com/)
23:52:09	85711/85711	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202022%2016:52:08%20GMT	https://www.google.com/maps/dir//LNJ+Trang+S%e1%bb%a9c+%c4%90%c3%a1+Qu%c3%bd+Phong+Th%e1%bb%a7y+-+Natural+gemstone+Jewelry,+88%5C31+Phan+S%c3%a0o+Nam,+Ph%c6%b0%e1%bb%9dng+11,+T%c3%a2n+B%c3%acnh,+Th%c3%a0nh+ph%e1%bb%91+H%e1%bb%93+Ch%c3%ad+Minh+700000/@10.7880653,106.6443013,15z/data=!4m8!4m7!1m0!1m5!1m1!1s0x31752fbcf52859ed:0x1697f084e09b9804!2m2!1d106.6443013!2d10.7880653%22	/Users/lixxkook/websites/landing-ptj/www.google.com/maps/dir/LNJ+Trang+S%e1%bb%a9c+%c4%90%c3%a1+Qu%c3%bd+Phong+Th%e1%bb%a7y+-+Natural+gemst/31+Phan+S%c3%a0o+Nam,+Ph%c6%b0%e1%bb%9dng+11,+T%c3%a2n+B%c3%acnh,+Th%c3%a0nh+ph%e1%bb%91/@10.7880653,106.6443013,15z/data=!4m8!4m7!1m0!1m5!1m1!1s0x31752fbcf52859ed_0x16	(from https://daquyphongthuylnj.com/)
23:52:09	1314/1314	---M--	200	added ('OK')	image/png	date:Sun,%2021%20Nov%202021%2014:48:07%20GMT	https://daquyphongthuylnj.com/wp-content/plugins/woocommerce-products-filter/img/delete.png	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/wp-content/plugins/woocommerce-products-filter/img/delete.png	(from https://daquyphongthuylnj.com/cua-hang/)
23:52:10	235778/235778	---M-Z	200	added ('OK')	text/html	etag:%222273-1658286943;gz%22	https://daquyphongthuylnj.com/cua-hang/page/2/	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/cua-hang/page/2/index.html	(from https://daquyphongthuylnj.com/cua-hang/)
23:52:10	11657/11657	---M-Z	200	added ('OK')	text/css	date:Mon,%2022%20Nov%202021%2008:36:22%20GMT	https://daquyphongthuylnj.com/wp-content/plugins/woo-vietnam-checkout/assets/css/devvn_dwas_style.css	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/wp-content/plugins/woo-vietnam-checkout/assets/css/devvn_dwas_style.css	(from https://daquyphongthuylnj.com/tai-khoan/)
23:52:11	192894/192894	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202022%2016:52:10%20GMT	https://daquyphongthuylnj.com/tai-khoan/lost-password/	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/tai-khoan/lost-password/index.html	(from https://daquyphongthuylnj.com/)
23:52:11	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2023%20Jul%202022%2016:52:08%20GMT	https://www.messenger.com/t/108306543862884/	/Users/lixxkook/websites/landing-ptj/www.messenger.com/t/108306543862884/index.html	(from https://daquyphongthuylnj.com/)
23:52:11	14615/14615	---M-Z	200	added ('OK')	text/css	date:Mon,%2028%20Mar%202022%2008:00:17%20GMT	https://daquyphongthuylnj.com/wp-content/plugins/woocommerce/assets/css/select2.css	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/wp-content/plugins/woocommerce/assets/css/select2.css	(from https://daquyphongthuylnj.com/tai-khoan/)
23:52:12	1375/1375	---M-Z	200	added ('OK')	application/json	date:Sat,%2023%20Jul%202022%2016:52:13%20GMT	https://daquyphongthuylnj.com/wp-json/wp/v2/pages/9	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/wp-json/wp/v2/pages/9.json	(from https://daquyphongthuylnj.com/tai-khoan/)
23:52:13	2354/2354	---M-Z	200	added ('OK')	application/json	date:Sat,%2023%20Jul%202022%2016:52:13%20GMT	https://daquyphongthuylnj.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdaquyphongthuylnj.com%2Ftai-khoan%2F	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/wp-json/oembed/1.0/embed7ce8.json	(from https://daquyphongthuylnj.com/tai-khoan/)
23:52:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2023%20Jul%202022%2016:52:15%20GMT	https://daquyphongthuylnj.com/?p=9	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/indexb5fb.html	(from https://daquyphongthuylnj.com/tai-khoan/)
23:52:15	2458/2458	---M-Z	200	added ('OK')	text/xml	date:Sat,%2023%20Jul%202022%2016:52:15%20GMT	https://daquyphongthuylnj.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdaquyphongthuylnj.com%2Ftai-khoan%2F&format=xml	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/wp-json/oembed/1.0/embed589f	(from https://daquyphongthuylnj.com/tai-khoan/)
23:52:16	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Jul%202022%2016:52:15%20GMT	https://www.googletagmanager.com/robots.txt		(from https://daquyphongthuylnj.com/)
23:52:16	1337/1337	---M-Z	200	added ('OK')	application/json	date:Sat,%2023%20Jul%202022%2016:52:16%20GMT	https://daquyphongthuylnj.com/wp-json/wp/v2/pages/7	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/wp-json/wp/v2/pages/7.json	(from https://daquyphongthuylnj.com/gio-hang/)
23:52:18	2349/2349	---M-Z	200	added ('OK')	application/json	date:Sat,%2023%20Jul%202022%2016:52:17%20GMT	https://daquyphongthuylnj.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdaquyphongthuylnj.com%2Fgio-hang%2F	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/wp-json/oembed/1.0/embed36ce.json	(from https://daquyphongthuylnj.com/gio-hang/)
23:52:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2023%20Jul%202022%2016:52:18%20GMT	https://daquyphongthuylnj.com/?p=7	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/indexc4f7.html	(from https://daquyphongthuylnj.com/gio-hang/)
23:52:18	2453/2453	---M-Z	200	added ('OK')	text/xml	date:Sat,%2023%20Jul%202022%2016:52:18%20GMT	https://daquyphongthuylnj.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdaquyphongthuylnj.com%2Fgio-hang%2F&format=xml	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/wp-json/oembed/1.0/embed9f3f	(from https://daquyphongthuylnj.com/gio-hang/)
23:52:20	222776/222776	---MCZ	200	added ('OK')	text/html	etag:%221785-1658066831;gz%22	https://daquyphongthuylnj.com/mai-giac-facet/page/2/	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/mai-giac-facet/page/2/index.html	(from https://daquyphongthuylnj.com/mai-giac-facet/)
23:52:20	761/761	---M-Z	200	added ('OK')	application/json	date:Sat,%2023%20Jul%202022%2016:52:19%20GMT	https://daquyphongthuylnj.com/wp-json/wp/v2/product_cat/98	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/wp-json/wp/v2/product_cat/98.json	(from https://daquyphongthuylnj.com/mai-giac-facet/)
23:52:21	734/734	---M-Z	200	added ('OK')	application/json	date:Sat,%2023%20Jul%202022%2016:52:21%20GMT	https://daquyphongthuylnj.com/wp-json/wp/v2/product_cat/102	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/wp-json/wp/v2/product_cat/102.json	(from https://daquyphongthuylnj.com/citrine/)
23:52:22	727/727	---M-Z	200	added ('OK')	application/json	date:Sat,%2023%20Jul%202022%2016:52:22%20GMT	https://daquyphongthuylnj.com/wp-json/wp/v2/product_cat/105	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/wp-json/wp/v2/product_cat/105.json	(from https://daquyphongthuylnj.com/topaz/)
23:52:24	736/736	---M-Z	200	added ('OK')	application/json	date:Sat,%2023%20Jul%202022%2016:52:24%20GMT	https://daquyphongthuylnj.com/wp-json/wp/v2/product_cat/167	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/wp-json/wp/v2/product_cat/167.json	(from https://daquyphongthuylnj.com/sapphire/)
23:52:25	733/733	---M-Z	200	added ('OK')	application/json	date:Sat,%2023%20Jul%202022%2016:52:25%20GMT	https://daquyphongthuylnj.com/wp-json/wp/v2/product_cat/171	/Users/lixxkook/websites/landing-ptj/daquyphongthuylnj.com/wp-json/wp/v2/product_cat/171.json	(from https://daquyphongthuylnj.com/kyanite/)
